"Trial","Treatment","Replicate","Row","Range","Trial_Mean","row_var","range_var","trt_trl_mean","success","baseline","harvest"
"Location 1","Treatment b","3","3","10",-2.02267417458564,0.155348014552146,0.139681621920317,-1.97799605565932,-0.120331144705415,-0.13,0.08
"Location 1","Treatment c","3","3","3",-2.02267417458564,0.155348014552146,0.139681621920317,-2.062674148372,-0.12276414418593,-1.11,-0.9
"Location 1","Treatment d","3","3","8",-2.02267417458564,0.155348014552146,0.139681621920317,-1.97866327525804,-0.116953493095934,-0.41,-0.2
"Location 1","Treatment e","3","3","9",-2.02267417458564,0.155348014552146,0.139681621920317,-2.13474795904841,-0.0981881252489984,-0.27,-0.06
"Location 1","Treatment f","3","3","2",-2.02267417458564,0.155348014552146,0.139681621920317,-1.95721287107518,0.123441618587822,-1.25,-1.04
"Location 1","Treatment g","3","3","1",-2.02267417458564,0.155348014552146,0.139681621920317,-2.02846128244846,0.1136972758919,-1.38,-1.17
"Location 1","Treatment h","3","3","6",-2.02267417458564,0.155348014552146,0.139681621920317,-2.05509341712024,-0.157050518784672,-0.69,-0.48
"Location 1","Treatment i","3","3","4",-2.02267417458564,0.155348014552146,0.139681621920317,-2.02811666225132,0.0712402919307351,-0.97,-0.76
"Location 1","Control","2","2","5",-2.02267417458564,0.155348014552146,0.139681621920317,-1.98236803600157,0.153646171465516,-0.98,-0.77
"Location 1","Treatment a","2","2","4",-2.02267417458564,0.155348014552146,0.139681621920317,-2.04264911553451,0.168839643523097,-1.12,-0.91
"Location 1","Treatment b","2","2","1",-2.02267417458564,0.155348014552146,0.139681621920317,-1.97799605565932,-0.120331144705415,-1.54,-1.33
"Location 1","Treatment c","2","2","7",-2.02267417458564,0.155348014552146,0.139681621920317,-2.062674148372,-0.12276414418593,-0.7,-0.49
"Location 1","Treatment d","2","2","6",-2.02267417458564,0.155348014552146,0.139681621920317,-1.97866327525804,-0.116953493095934,-0.84,-0.63
"Location 1","Treatment e","2","2","8",-2.02267417458564,0.155348014552146,0.139681621920317,-2.13474795904841,-0.0981881252489984,-0.56,-0.35
"Location 1","Treatment f","2","2","3",-2.02267417458564,0.155348014552146,0.139681621920317,-1.95721287107518,0.123441618587822,-1.26,-1.05
"Location 1","Treatment g","2","2","9",-2.02267417458564,0.155348014552146,0.139681621920317,-2.02846128244846,0.1136972758919,-0.42,-0.21
"Location 1","Treatment h","2","2","2",-2.02267417458564,0.155348014552146,0.139681621920317,-2.05509341712024,-0.157050518784672,-1.4,-1.19
"Location 1","Treatment i","2","2","10",-2.02267417458564,0.155348014552146,0.139681621920317,-2.02811666225132,0.0712402919307351,-0.28,-0.07
"Location 1","Control","1","1","1",-2.02267417458564,0.155348014552146,0.139681621920317,-1.98236803600157,0.153646171465516,-1.7,-1.49
"Location 1","Treatment a","1","1","6",-2.02267417458564,0.155348014552146,0.139681621920317,-2.04264911553451,0.168839643523097,-1,-0.79
"Location 1","Treatment b","1","1","9",-2.02267417458564,0.155348014552146,0.139681621920317,-1.97799605565932,-0.120331144705415,-0.58,-0.37
"Location 1","Treatment c","1","1","5",-2.02267417458564,0.155348014552146,0.139681621920317,-2.062674148372,-0.12276414418593,-1.14,-0.93
"Location 1","Treatment d","1","1","7",-2.02267417458564,0.155348014552146,0.139681621920317,-1.97866327525804,-0.116953493095934,-0.86,-0.65
"Location 1","Treatment e","1","1","10",-2.02267417458564,0.155348014552146,0.139681621920317,-2.13474795904841,-0.0981881252489984,-0.44,-0.23
"Location 1","Treatment f","1","1","4",-2.02267417458564,0.155348014552146,0.139681621920317,-1.95721287107518,0.123441618587822,-1.28,-1.07
"Location 1","Treatment g","1","1","8",-2.02267417458564,0.155348014552146,0.139681621920317,-2.02846128244846,0.1136972758919,-0.72,-0.51
"Location 1","Treatment h","1","1","3",-2.02267417458564,0.155348014552146,0.139681621920317,-2.05509341712024,-0.157050518784672,-1.42,-1.21
"Location 1","Treatment i","1","1","2",-2.02267417458564,0.155348014552146,0.139681621920317,-2.02811666225132,0.0712402919307351,-1.56,-1.35
"Location 2","Control","5","5","4",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.719378383496263,0.0402994258329272,-3.04,-2.83
"Location 2","Treatment a","5","5","3",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.69437740557804,-0.0383467422798276,-3.81,-3.6
"Location 2","Treatment b","5","5","6",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.660979980456928,0.155390121042728,-1.5,-1.29
"Location 2","Treatment c","5","5","10",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.645289508696629,0.00283984737470747,1.58,1.79
"Location 2","Treatment d","5","5","5",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.753012844906986,-0.199810233898461,-2.27,-2.06
"Location 2","Treatment e","5","5","8",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.753587497464139,-0.185303583927453,0.04,0.25
"Location 2","Treatment f","5","5","7",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.688135269907979,-0.0621442448347807,-0.73,-0.52
"Location 2","Treatment g","5","5","9",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.777869907005319,0.0838210044428706,0.81,1.02
"Location 2","Treatment h","5","5","1",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.63254088191263,-0.118619424756616,-5.34,-5.13
"Location 2","Treatment i","5","5","2",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.747202142677196,-0.0875739730894566,-4.57,-4.36
"Location 2","Control","4","4","1",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.719378383496263,0.0402994258329272,-4.52,-4.31
"Location 2","Treatment a","4","4","5",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.69437740557804,-0.0383467422798276,-1.44,-1.23
"Location 2","Treatment b","4","4","4",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.660979980456928,0.155390121042728,-2.21,-2
"Location 2","Treatment c","4","4","6",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.645289508696629,0.00283984737470747,-0.67,-0.46
"Location 2","Treatment d","4","4","9",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.753012844906986,-0.199810233898461,1.63,1.84
"Location 2","Treatment e","4","4","10",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.753587497464139,-0.185303583927453,2.4,2.61
"Location 2","Treatment f","4","4","8",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.688135269907979,-0.0621442448347807,0.87,1.08
"Location 2","Treatment g","4","4","7",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.777869907005319,0.0838210044428706,0.1,0.31
"Location 2","Treatment h","4","4","3",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.63254088191263,-0.118619424756616,-2.98,-2.77
"Location 2","Treatment i","4","4","2",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.747202142677196,-0.0875739730894566,-3.75,-3.54
"Location 2","Control","3","3","1",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.719378383496263,0.0402994258329272,-3.69,-3.48
"Location 2","Treatment a","3","3","2",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.69437740557804,-0.0383467422798276,-2.93,-2.72
"Location 2","Treatment b","3","3","10",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.660979980456928,0.155390121042728,3.23,3.44
"Location 2","Treatment c","3","3","6",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.645289508696629,0.00283984737470747,0.15,0.36
"Location 2","Treatment d","3","3","9",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.753012844906986,-0.199810233898461,2.46,2.67
"Location 2","Treatment e","3","3","7",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.753587497464139,-0.185303583927453,0.92,1.13
"Location 2","Treatment f","3","3","8",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.688135269907979,-0.0621442448347807,1.69,1.9
"Location 2","Treatment g","3","3","4",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.777869907005319,0.0838210044428706,-1.39,-1.18
"Location 2","Treatment h","3","3","3",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.63254088191263,-0.118619424756616,-2.16,-1.95
"Location 2","Treatment i","3","3","5",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.747202142677196,-0.0875739730894566,-0.62,-0.41
"Location 2","Control","2","2","10",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.719378383496263,0.0402994258329272,4.05,4.26
"Location 2","Treatment a","2","2","8",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.69437740557804,-0.0383467422798276,2.51,2.72
"Location 2","Treatment b","2","2","5",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.660979980456928,0.155390121042728,0.21,0.42
"Location 2","Treatment c","2","2","1",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.645289508696629,0.00283984737470747,-2.87,-2.66
"Location 2","Treatment d","2","2","7",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.753012844906986,-0.199810233898461,1.75,1.96
"Location 2","Treatment e","2","2","3",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.753587497464139,-0.185303583927453,-1.33,-1.12
"Location 2","Treatment f","2","2","4",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.688135269907979,-0.0621442448347807,-0.56,-0.35
"Location 2","Treatment g","2","2","2",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.777869907005319,0.0838210044428706,-2.1,-1.89
"Location 2","Treatment h","2","2","9",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.63254088191263,-0.118619424756616,3.28,3.49
"Location 2","Treatment i","2","2","6",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.747202142677196,-0.0875739730894566,0.98,1.19
"Location 2","Control","1","1","8",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.719378383496263,0.0402994258329272,3.34,3.55
"Location 2","Treatment a","1","1","2",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.69437740557804,-0.0383467422798276,-1.28,-1.07
"Location 2","Treatment b","1","1","3",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.660979980456928,0.155390121042728,-0.51,-0.3
"Location 2","Treatment c","1","1","6",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.645289508696629,0.00283984737470747,1.8,2.01
"Location 2","Treatment d","1","1","7",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.753012844906986,-0.199810233898461,2.57,2.78
"Location 2","Treatment e","1","1","5",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.753587497464139,-0.185303583927453,1.03,1.24
"Location 2","Treatment f","1","1","1",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.688135269907979,-0.0621442448347807,-2.05,-1.84
"Location 2","Treatment g","1","1","4",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.777869907005319,0.0838210044428706,0.26,0.47
"Location 2","Treatment h","1","1","10",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.63254088191263,-0.118619424756616,4.88,5.09
"Location 2","Treatment i","1","1","9",-0.71216309888894,-0.824572751764208,0.769230409990996,-0.747202142677196,-0.0875739730894566,4.11,4.32
"Location 3","Control","5","5","6",5.0134725398994,0.600294983480126,-0.807278811000288,5.06033588876875,-0.0106989705003798,-3.83,-3.62
"Location 3","Treatment a","5","5","10",5.0134725398994,0.600294983480126,-0.807278811000288,5.03580384244295,0.0151331508532166,-7.06,-6.85
"Location 3","Treatment b","5","5","3",5.0134725398994,0.600294983480126,-0.807278811000288,5.00078477690647,0.175784992612898,-1.41,-1.2
"Location 3","Treatment c","5","5","5",5.0134725398994,0.600294983480126,-0.807278811000288,4.96426089050821,0.0229579345323145,-3.03,-2.82
"Location 3","Treatment d","5","5","7",5.0134725398994,0.600294983480126,-0.807278811000288,4.90775066000595,0.0830950850620866,-4.64,-4.43
"Location 3","Treatment e","5","5","9",5.0134725398994,0.600294983480126,-0.807278811000288,5.09981362606619,0.0358154565095901,-6.25,-6.04
"Location 3","Treatment f","5","5","2",5.0134725398994,0.600294983480126,-0.807278811000288,5.02984051553057,0.1469343370758,-0.6,-0.39
"Location 3","Treatment g","5","5","1",5.0134725398994,0.600294983480126,-0.807278811000288,4.99953839250904,0.180696239043027,0.2,0.41
"Location 3","Treatment h","5","5","4",5.0134725398994,0.600294983480126,-0.807278811000288,4.97674102018421,0.0102123962715268,-2.22,-2.01
"Location 3","Treatment i","5","5","8",5.0134725398994,0.600294983480126,-0.807278811000288,5.01512605729962,0.0177800730802119,-5.45,-5.24
"Location 3","Control","4","4","2",5.0134725398994,0.600294983480126,-0.807278811000288,5.06033588876875,-0.0106989705003798,-1.2,-0.99
"Location 3","Treatment a","4","4","9",5.0134725398994,0.600294983480126,-0.807278811000288,5.03580384244295,0.0151331508532166,-6.85,-6.64
"Location 3","Treatment b","4","4","1",5.0134725398994,0.600294983480126,-0.807278811000288,5.00078477690647,0.175784992612898,-0.4,-0.19
"Location 3","Treatment c","4","4","10",5.0134725398994,0.600294983480126,-0.807278811000288,4.96426089050821,0.0229579345323145,-7.66,-7.45
"Location 3","Treatment d","4","4","5",5.0134725398994,0.600294983480126,-0.807278811000288,4.90775066000595,0.0830950850620866,-3.63,-3.42
"Location 3","Treatment e","4","4","7",5.0134725398994,0.600294983480126,-0.807278811000288,5.09981362606619,0.0358154565095901,-5.24,-5.03
"Location 3","Treatment f","4","4","8",5.0134725398994,0.600294983480126,-0.807278811000288,5.02984051553057,0.1469343370758,-6.05,-5.84
"Location 3","Treatment g","4","4","6",5.0134725398994,0.600294983480126,-0.807278811000288,4.99953839250904,0.180696239043027,-4.43,-4.22
"Location 3","Treatment h","4","4","4",5.0134725398994,0.600294983480126,-0.807278811000288,4.97674102018421,0.0102123962715268,-2.82,-2.61
"Location 3","Treatment i","4","4","3",5.0134725398994,0.600294983480126,-0.807278811000288,5.01512605729962,0.0177800730802119,-2.01,-1.8
"Location 3","Control","3","3","2",5.0134725398994,0.600294983480126,-0.807278811000288,5.06033588876875,-0.0106989705003798,-1.8,-1.59
"Location 3","Treatment a","3","3","3",5.0134725398994,0.600294983480126,-0.807278811000288,5.03580384244295,0.0151331508532166,-2.61,-2.4
"Location 3","Treatment b","3","3","9",5.0134725398994,0.600294983480126,-0.807278811000288,5.00078477690647,0.175784992612898,-7.46,-7.25
"Location 3","Treatment c","3","3","4",5.0134725398994,0.600294983480126,-0.807278811000288,4.96426089050821,0.0229579345323145,-3.42,-3.21
"Location 3","Treatment d","3","3","5",5.0134725398994,0.600294983480126,-0.807278811000288,4.90775066000595,0.0830950850620866,-4.23,-4.02
"Location 3","Treatment e","3","3","6",5.0134725398994,0.600294983480126,-0.807278811000288,5.09981362606619,0.0358154565095901,-5.03,-4.82
"Location 3","Treatment f","3","3","1",5.0134725398994,0.600294983480126,-0.807278811000288,5.02984051553057,0.1469343370758,-1,-0.79
"Location 3","Treatment g","3","3","10",5.0134725398994,0.600294983480126,-0.807278811000288,4.99953839250904,0.180696239043027,-8.26,-8.05
"Location 3","Treatment h","3","3","7",5.0134725398994,0.600294983480126,-0.807278811000288,4.97674102018421,0.0102123962715268,-5.84,-5.63
"Location 3","Treatment i","3","3","8",5.0134725398994,0.600294983480126,-0.807278811000288,5.01512605729962,0.0177800730802119,-6.65,-6.44
"Location 3","Control","2","2","2",5.0134725398994,0.600294983480126,-0.807278811000288,5.06033588876875,-0.0106989705003798,-2.4,-2.19
"Location 3","Treatment a","2","2","7",5.0134725398994,0.600294983480126,-0.807278811000288,5.03580384244295,0.0151331508532166,-6.44,-6.23
"Location 3","Treatment b","2","2","6",5.0134725398994,0.600294983480126,-0.807278811000288,5.00078477690647,0.175784992612898,-5.63,-5.42
"Location 3","Treatment c","2","2","3",5.0134725398994,0.600294983480126,-0.807278811000288,4.96426089050821,0.0229579345323145,-3.21,-3
"Location 3","Treatment d","2","2","10",5.0134725398994,0.600294983480126,-0.807278811000288,4.90775066000595,0.0830950850620866,-8.86,-8.65
"Location 3","Treatment e","2","2","4",5.0134725398994,0.600294983480126,-0.807278811000288,5.09981362606619,0.0358154565095901,-4.02,-3.81
"Location 3","Treatment f","2","2","5",5.0134725398994,0.600294983480126,-0.807278811000288,5.02984051553057,0.1469343370758,-4.83,-4.62
"Location 3","Treatment g","2","2","9",5.0134725398994,0.600294983480126,-0.807278811000288,4.99953839250904,0.180696239043027,-8.06,-7.85
"Location 3","Treatment h","2","2","8",5.0134725398994,0.600294983480126,-0.807278811000288,4.97674102018421,0.0102123962715268,-7.25,-7.04
"Location 3","Treatment i","2","2","1",5.0134725398994,0.600294983480126,-0.807278811000288,5.01512605729962,0.0177800730802119,-1.6,-1.39
"Location 3","Control","1","1","4",5.0134725398994,0.600294983480126,-0.807278811000288,5.06033588876875,-0.0106989705003798,-4.62,-4.41
"Location 3","Treatment a","1","1","7",5.0134725398994,0.600294983480126,-0.807278811000288,5.03580384244295,0.0151331508532166,-7.04,-6.83
"Location 3","Treatment b","1","1","9",5.0134725398994,0.600294983480126,-0.807278811000288,5.00078477690647,0.175784992612898,-8.66,-8.45
"Location 3","Treatment c","1","1","8",5.0134725398994,0.600294983480126,-0.807278811000288,4.96426089050821,0.0229579345323145,-7.85,-7.64
"Location 3","Treatment d","1","1","6",5.0134725398994,0.600294983480126,-0.807278811000288,4.90775066000595,0.0830950850620866,-6.23,-6.02
"Location 3","Treatment e","1","1","1",5.0134725398994,0.600294983480126,-0.807278811000288,5.09981362606619,0.0358154565095901,-2.2,-1.99
"Location 3","Treatment f","1","1","5",5.0134725398994,0.600294983480126,-0.807278811000288,5.02984051553057,0.1469343370758,-5.43,-5.22
"Location 3","Treatment g","1","1","10",5.0134725398994,0.600294983480126,-0.807278811000288,4.99953839250904,0.180696239043027,-9.46,-9.25
"Location 3","Treatment h","1","1","2",5.0134725398994,0.600294983480126,-0.807278811000288,4.97674102018421,0.0102123962715268,-3,-2.79
"Location 3","Treatment i","1","1","3",5.0134725398994,0.600294983480126,-0.807278811000288,5.01512605729962,0.0177800730802119,-3.81,-3.6
"Location 4","Control","5","5","9",3.74024969460664,-0.219142097979784,0.824843110516667,3.79672370324221,-0.0849654752761126,4.34,4.55
"Location 4","Treatment a","5","5","1",3.74024969460664,-0.219142097979784,0.824843110516667,3.75218985596858,0.0391127191483975,-2.26,-2.05
"Location 4","Treatment b","5","5","2",3.74024969460664,-0.219142097979784,0.824843110516667,3.77958158592199,-0.157369724195451,-1.44,-1.23
"Location 4","Treatment c","5","5","5",3.74024969460664,-0.219142097979784,0.824843110516667,3.74856225940257,0.019829258043319,1.04,1.25
"Location 4","Treatment d","5","5","8",3.74024969460664,-0.219142097979784,0.824843110516667,3.8246586045391,0.145806223805994,3.51,3.72
"Location 4","Treatment e","5","5","7",3.74024969460664,-0.219142097979784,0.824843110516667,3.81234836065788,0.00142078883945942,2.69,2.9
"Location 4","Treatment f","5","5","10",3.74024969460664,-0.219142097979784,0.824843110516667,3.82335257036094,-0.107127721328288,5.16,5.37
"Location 4","Treatment g","5","5","4",3.74024969460664,-0.219142097979784,0.824843110516667,3.82542509555225,0.163529958389699,0.21,0.42
"Location 4","Treatment h","5","5","6",3.74024969460664,-0.219142097979784,0.824843110516667,3.74682555016216,0.199766910821199,1.86,2.07
"Location 4","Treatment i","5","5","3",3.74024969460664,-0.219142097979784,0.824843110516667,3.75768487243593,-0.0101876029744744,-0.61,-0.4
"Location 4","Control","4","4","7",3.74024969460664,-0.219142097979784,0.824843110516667,3.79672370324221,-0.0849654752761126,2.91,3.12
"Location 4","Treatment a","4","4","10",3.74024969460664,-0.219142097979784,0.824843110516667,3.75218985596858,0.0391127191483975,5.38,5.59
"Location 4","Treatment b","4","4","1",3.74024969460664,-0.219142097979784,0.824843110516667,3.77958158592199,-0.157369724195451,-2.04,-1.83
"Location 4","Treatment c","4","4","5",3.74024969460664,-0.219142097979784,0.824843110516667,3.74856225940257,0.019829258043319,1.26,1.47
"Location 4","Treatment d","4","4","3",3.74024969460664,-0.219142097979784,0.824843110516667,3.8246586045391,0.145806223805994,-0.39,-0.18
"Location 4","Treatment e","4","4","2",3.74024969460664,-0.219142097979784,0.824843110516667,3.81234836065788,0.00142078883945942,-1.22,-1.01
"Location 4","Treatment f","4","4","9",3.74024969460664,-0.219142097979784,0.824843110516667,3.82335257036094,-0.107127721328288,4.56,4.77
"Location 4","Treatment g","4","4","6",3.74024969460664,-0.219142097979784,0.824843110516667,3.82542509555225,0.163529958389699,2.08,2.29
"Location 4","Treatment h","4","4","4",3.74024969460664,-0.219142097979784,0.824843110516667,3.74682555016216,0.199766910821199,0.43,0.64
"Location 4","Treatment i","4","4","8",3.74024969460664,-0.219142097979784,0.824843110516667,3.75768487243593,-0.0101876029744744,3.73,3.94
"Location 4","Control","3","3","7",3.74024969460664,-0.219142097979784,0.824843110516667,3.79672370324221,-0.0849654752761126,3.13,3.34
"Location 4","Treatment a","3","3","3",3.74024969460664,-0.219142097979784,0.824843110516667,3.75218985596858,0.0391127191483975,-0.17,0.04
"Location 4","Treatment b","3","3","2",3.74024969460664,-0.219142097979784,0.824843110516667,3.77958158592199,-0.157369724195451,-1,-0.79
"Location 4","Treatment c","3","3","6",3.74024969460664,-0.219142097979784,0.824843110516667,3.74856225940257,0.019829258043319,2.3,2.51
"Location 4","Treatment d","3","3","9",3.74024969460664,-0.219142097979784,0.824843110516667,3.8246586045391,0.145806223805994,4.78,4.99
"Location 4","Treatment e","3","3","1",3.74024969460664,-0.219142097979784,0.824843110516667,3.81234836065788,0.00142078883945942,-1.82,-1.61
"Location 4","Treatment f","3","3","10",3.74024969460664,-0.219142097979784,0.824843110516667,3.82335257036094,-0.107127721328288,5.6,5.81
"Location 4","Treatment g","3","3","4",3.74024969460664,-0.219142097979784,0.824843110516667,3.82542509555225,0.163529958389699,0.65,0.86
"Location 4","Treatment h","3","3","8",3.74024969460664,-0.219142097979784,0.824843110516667,3.74682555016216,0.199766910821199,3.95,4.16
"Location 4","Treatment i","3","3","5",3.74024969460664,-0.219142097979784,0.824843110516667,3.75768487243593,-0.0101876029744744,1.48,1.69
"Location 4","Control","2","2","10",3.74024969460664,-0.219142097979784,0.824843110516667,3.79672370324221,-0.0849654752761126,5.82,6.03
"Location 4","Treatment a","2","2","9",3.74024969460664,-0.219142097979784,0.824843110516667,3.75218985596858,0.0391127191483975,4.99,5.2
"Location 4","Treatment b","2","2","6",3.74024969460664,-0.219142097979784,0.824843110516667,3.77958158592199,-0.157369724195451,2.52,2.73
"Location 4","Treatment c","2","2","1",3.74024969460664,-0.219142097979784,0.824843110516667,3.74856225940257,0.019829258043319,-1.6,-1.39
"Location 4","Treatment d","2","2","3",3.74024969460664,-0.219142097979784,0.824843110516667,3.8246586045391,0.145806223805994,0.05,0.26
"Location 4","Treatment e","2","2","2",3.74024969460664,-0.219142097979784,0.824843110516667,3.81234836065788,0.00142078883945942,-0.78,-0.57
"Location 4","Treatment f","2","2","8",3.74024969460664,-0.219142097979784,0.824843110516667,3.82335257036094,-0.107127721328288,4.17,4.38
"Location 4","Treatment g","2","2","4",3.74024969460664,-0.219142097979784,0.824843110516667,3.82542509555225,0.163529958389699,0.87,1.08
"Location 4","Treatment h","2","2","5",3.74024969460664,-0.219142097979784,0.824843110516667,3.74682555016216,0.199766910821199,1.7,1.91
"Location 4","Treatment i","2","2","7",3.74024969460664,-0.219142097979784,0.824843110516667,3.75768487243593,-0.0101876029744744,3.35,3.56
"Location 4","Control","1","1","7",3.74024969460664,-0.219142097979784,0.824843110516667,3.79672370324221,-0.0849654752761126,3.56,3.77
"Location 4","Treatment a","1","1","6",3.74024969460664,-0.219142097979784,0.824843110516667,3.75218985596858,0.0391127191483975,2.74,2.95
"Location 4","Treatment b","1","1","10",3.74024969460664,-0.219142097979784,0.824843110516667,3.77958158592199,-0.157369724195451,6.04,6.25
"Location 4","Treatment c","1","1","2",3.74024969460664,-0.219142097979784,0.824843110516667,3.74856225940257,0.019829258043319,-0.56,-0.35
"Location 4","Treatment d","1","1","9",3.74024969460664,-0.219142097979784,0.824843110516667,3.8246586045391,0.145806223805994,5.21,5.42
"Location 4","Treatment e","1","1","4",3.74024969460664,-0.219142097979784,0.824843110516667,3.81234836065788,0.00142078883945942,1.09,1.3
"Location 4","Treatment f","1","1","1",3.74024969460664,-0.219142097979784,0.824843110516667,3.82335257036094,-0.107127721328288,-1.38,-1.17
"Location 4","Treatment g","1","1","5",3.74024969460664,-0.219142097979784,0.824843110516667,3.82542509555225,0.163529958389699,1.91,2.12
"Location 4","Treatment h","1","1","3",3.74024969460664,-0.219142097979784,0.824843110516667,3.74682555016216,0.199766910821199,0.26,0.47
